data/1.txt;6,065986
data/2.docx;6,123285
data/3.pptx;6,069509
data/4.pdf;6,100066
data/5.dll;6,025673
data/6.jpg;6,119474
data/7.jpg;6,013371
data/8.bmp;6,073751
data/9.bmp;6,168570
data/10.csv;6,155312
data/compressed/1.haff;3,774172
data/compressed/2.haff;6,123332
data/compressed/3.haff;6,034210
data/compressed/4.haff;6,097246
data/compressed/5.haff;4,863927
data/compressed/6.haff;6,115611
data/compressed/7.haff;6,007544
data/compressed/8.haff;5,648461
data/compressed/9.haff;1,135346
data/compressed/10.haff;4,072812
data/compressed/1.lz775;6,227631
data/compressed/2.lz775;14,539608
data/compressed/3.lz775;13,688897
data/compressed/4.lz775;14,169501
data/compressed/5.lz775;5,432891
data/compressed/6.lz775;14,514750
data/compressed/7.lz775;14,317464
data/compressed/8.lz775;10,793594
data/compressed/9.lz775;0,038561
data/compressed/10.lz775;0,539321
data/compressed/1.lz7710;5,640797
data/compressed/2.lz7710;14,067716
data/compressed/3.lz7710;13,189091
data/compressed/4.lz7710;13,715624
data/compressed/5.lz7710;5,004648
data/compressed/6.lz7710;14,002627
data/compressed/7.lz7710;13,800382
data/compressed/8.lz7710;9,605521
data/compressed/9.lz7710;0,015453
data/compressed/10.lz7710;0,514473
data/compressed/1.lz7720;5,140389
data/compressed/2.lz7720;13,367490
data/compressed/3.lz7720;12,448539
data/compressed/4.lz7720;13,036798
data/compressed/5.lz7720;4,682106
data/compressed/6.lz7720;13,253635
data/compressed/7.lz7720;13,037514
data/compressed/8.lz7720;8,824104
data/compressed/9.lz7720;0,008101
data/compressed/10.lz7720;0,496563
